T,Binder cumulant
0.8,1.00046e-05
0.82,1.00057e-05
0.84,1.0007e-05
0.86,1.00088e-05
0.88,1.0011e-05
0.9,1.00141e-05
0.92,1.00178e-05
0.94,1.00231e-05
0.96,1.00303e-05
0.98,1.00406e-05
1,1.00566e-05
1.02,1.00798e-05
1.04,1.01188e-05
1.06,1.01854e-05
1.08,1.03127e-05
1.1,1.05582e-05
1.12,1.10483e-05
1.14,1.19533e-05
1.16,1.34437e-05
1.18,1.53849e-05
1.2,1.77455e-05
1.22,2.00922e-05
1.24,2.20555e-05
1.26,2.36851e-05
1.28,2.49303e-05
1.3,2.58348e-05
