T,Magnetization,Total Energy
1.4,0.0125,-1412
1.4,0.085,-1544
1.4,0.02875,-1476
1.4,0.00375,-1568
1.4,0.0475,-1516
1.4,0.1075,-1352
1.4,0.0825,-1528
1.4,0.02875,-1444
1.4,0.065,-1504
1.4,0.0675,-1352
1.4,0.095,-1552
1.4,0.00625,-1348
1.4,0.0175,-1440
1.4,0.18625,-1344
1.4,0.0625,-1520
1.4,0,-1576
1.4,0.25,-1592
1.4,0.1275,-1608
1.4,0.04625,-1420
1.4,0.1025,-1324
1.4,0.00375,-1468
1.4,0.1675,-1412
1.4,0.00375,-1528
1.4,0.0425,-1480
1.4,0.2375,-1388
1.4,0.105,-1340
1.4,0.23375,-1452
1.4,0.0375,-1320
1.4,0.09875,-1348
1.4,0.015,-1400
1.4,0.05875,-1532
1.4,0.15,-1440
1.4,0.05875,-1508
1.4,0.09125,-1436
1.4,0.1225,-1480
1.4,0.0725,-1448
1.4,0.06875,-1596
1.4,0.04,-1420
1.4,0.05375,-1496
1.4,0.10625,-1512
1.4,0.0575,-1504
1.4,0.13625,-1544
1.4,0.07375,-1336
1.4,0.02875,-1408
1.4,0.11125,-1500
1.4,0.1125,-1504
1.4,0.12875,-1620
1.4,0.095,-1552
1.4,0.25875,-1456
1.4,0.07875,-1532
1.4,0.1075,-1464
1.4,0.24875,-1504
1.4,0.09125,-1596
1.4,0.05,-1436
1.4,0.12375,-1592
1.4,0.12,-1340
1.4,0.07375,-1356
1.4,0.0075,-1376
1.4,0.0525,-1428
1.4,0.07125,-1468
1.4,0.00875,-1384
1.4,0.1475,-1388
1.4,0.00125,-1440
1.4,0.07125,-1492
1.4,0.1025,-1444
1.4,0.0175,-1396
1.4,0.08375,-1344
1.4,0.02,-1308
1.4,0.12875,-1432
1.4,0.08625,-1524
1.4,0.0825,-1520
1.4,0.0875,-1596
1.4,0.01,-1500
1.4,0.08125,-1508
1.4,0.18125,-1468
1.4,0.015,-1436
1.4,0.24125,-1620
1.4,0.1425,-1460
1.4,0.12875,-1536
1.4,0.02625,-1484
1.4,0.0575,-1440
1.4,0.14875,-1488
1.4,0.1225,-1492
1.4,0.035,-1508
1.4,0.07125,-1504
1.4,0.00375,-1588
1.4,0.1775,-1508
1.4,0.29375,-1448
1.4,0.00125,-1464
1.4,0.00625,-1408
1.4,0.11,-1324
1.4,0.06125,-1440
1.4,0.1175,-1376
1.4,0.04375,-1472
1.4,0.12375,-1492
1.4,0.00375,-1384
1.4,0.2,-1596
1.4,0.095,-1428
1.4,0.04125,-1332
1.4,0.015,-1496
1.4,0.03125,-1484
1.4,0.03875,-1344
1.4,0.07625,-1468
1.4,0.07,-1368
1.4,0.1625,-1412
1.4,0.24875,-1472
1.4,0.0475,-1472
1.4,0.09375,-1312
1.4,0.02125,-1520
1.4,0.005,-1388
1.4,0.045,-1400
1.4,0.03,-1496
1.4,0.04875,-1360
1.4,0.04375,-1372
1.4,0.0775,-1404
1.4,0.19375,-1384
1.4,0.0325,-1500
1.4,0.03125,-1428
1.4,0.00625,-1552
1.4,0.0425,-1376
1.4,0.0925,-1428
1.4,0.12375,-1500
1.4,0.0525,-1396
1.4,0.0725,-1392
1.4,0.0525,-1380
1.4,0,-1284
1.4,0.02625,-1376
1.4,0.00875,-1408
1.4,0.195,-1512
1.4,0.15375,-1512
1.4,0.11125,-1488
1.4,0.005,-1336
1.4,0.0275,-1424
1.4,0.0675,-1424
1.4,0.23875,-1524
1.4,0.135,-1480
1.4,0.03625,-1536
1.4,0.0775,-1396
1.4,0.20875,-1364
1.4,0.1475,-1544
1.4,0.1375,-1424
1.4,0.0275,-1528
1.4,0.07,-1416
1.4,0.04875,-1468
1.4,0.03,-1424
1.4,0.02375,-1412
1.4,0.09,-1516
1.4,0.06,-1492
1.4,0.065,-1388
1.4,0.0725,-1420
1.4,0.2325,-1520
1.4,0.2275,-1400
1.4,0.0675,-1464
1.4,0.0425,-1428
1.4,0.14875,-1400
1.4,0.05375,-1536
1.4,0.0225,-1340
1.4,0.15,-1472
1.4,0.07,-1536
1.4,0.12125,-1504
1.4,0.09875,-1440
1.4,0.09,-1440
1.4,0.02375,-1516
1.4,0.04125,-1436
1.4,0.13625,-1536
1.4,0.17625,-1468
1.4,0.01375,-1484
1.4,0.1175,-1332
1.4,0.19875,-1560
1.4,0.085,-1232
1.4,0.15625,-1476
1.4,0.14625,-1516
1.4,0,-1416
1.4,0.0275,-1260
1.4,0.06625,-1344
1.4,0.0275,-1296
1.4,0.01375,-1396
1.4,0.17625,-1580
1.4,0.07625,-1424
1.4,0.00375,-1504
1.4,0.0675,-1396
1.4,0.0875,-1348
1.4,0.27,-1412
1.4,0.23375,-1540
1.4,0.065,-1500
1.4,0.0625,-1380
1.4,0.08625,-1416
1.4,0.115,-1500
1.4,0.13375,-1496
1.4,0.0675,-1516
1.4,0.06875,-1488
1.4,0.02375,-1468
1.4,0.145,-1408
1.4,0.10625,-1488
1.4,0.2125,-1540
1.4,0.0625,-1524
1.4,0.02375,-1504
1.4,0.07375,-1512
1.4,0.02125,-1264
1.4,0.1825,-1464
1.4,0.04375,-1268
1.4,0.00625,-1392
1.4,0.05875,-1572
1.4,0.005,-1340
1.4,0.2,-1412
1.4,0.11875,-1456
1.4,0.04375,-1612
1.4,0.1675,-1456
1.4,0.025,-1476
1.4,0.1,-1600
1.4,0.04875,-1320
1.4,0.10875,-1424
1.4,0.1125,-1500
1.4,0.18,-1460
1.4,0.0375,-1432
1.4,0.075,-1568
1.4,0.00875,-1504
1.4,0.155,-1352
1.4,0.06,-1416
1.4,0.15,-1408
1.4,0.10125,-1412
1.4,0.155,-1424
1.4,0.04125,-1604
1.4,0.055,-1420
1.4,0,-1440
1.4,0.0175,-1264
1.4,0.04,-1468
1.4,0.13,-1460
1.4,0.02875,-1412
1.4,0.06,-1424
1.4,0.04875,-1416
1.4,0.02125,-1508
1.4,0.05625,-1440
1.4,0.145,-1480
1.4,0.0775,-1372
1.4,0.07375,-1504
1.4,0.14625,-1268
1.4,0.04375,-1376
1.4,0.06125,-1400
1.4,0.12625,-1528
1.4,0.005,-1316
1.4,0.09,-1404
1.4,0.09875,-1456
1.4,0.18625,-1476
1.4,0.13,-1624
1.4,0.16375,-1476
1.4,0.13125,-1396
1.4,0.075,-1468
1.4,0.155,-1484
1.4,0.0125,-1428
1.4,0.12875,-1396
1.4,0.13625,-1648
1.4,0.04875,-1404
1.4,0.03,-1580
1.4,0.185,-1460
1.4,0.06125,-1336
1.4,0.0925,-1472
1.4,0.14125,-1496
1.4,0.0125,-1508
1.4,0.0075,-1540
1.4,0.0425,-1500
1.4,0.22,-1416
1.4,0.06625,-1556
1.4,0.32375,-1480
1.4,0.14,-1544
1.4,0.22125,-1604
1.4,0.1325,-1308
1.4,0.07875,-1324
1.4,0.01125,-1480
1.4,0.1525,-1488
1.4,0.05375,-1340
1.4,0.03,-1376
1.4,0.0875,-1456
1.4,0.23,-1368
1.4,0.11375,-1472
1.4,0.0475,-1380
1.4,0.00875,-1352
1.4,0.0225,-1412
1.4,0.10375,-1448
1.4,0.08125,-1568
1.4,0.11,-1476
1.4,0.02875,-1444
1.4,0.08875,-1524
1.4,0.03875,-1404
1.4,0.00875,-1424
1.4,0.0875,-1600
1.4,0.0525,-1432
1.4,0.02125,-1428
1.4,0.16,-1476
1.4,0.0725,-1392
1.4,0.02375,-1460
1.4,0.22,-1448
1.4,0.14875,-1492
1.4,0.0725,-1500
1.4,0.00625,-1500
1.4,0.04625,-1328
1.4,0.04125,-1392
1.4,0.135,-1512
1.4,0.07375,-1536
1.4,0.045,-1468
1.4,0.09375,-1540
1.4,0.075,-1484
1.4,0.14375,-1504
1.4,0.26625,-1568
1.4,0.05,-1436
1.4,0.04,-1536
1.4,0.1325,-1456
1.4,0.10625,-1440
1.4,0.1175,-1352
1.4,0.0875,-1572
1.4,0.07375,-1200
1.4,0.0975,-1504
1.4,0.0825,-1480
1.4,0.3425,-1616
1.4,0.035,-1568
1.4,0.0975,-1324
1.4,0.05875,-1500
1.4,0.13125,-1476
1.4,0.07125,-1548
1.4,0.1,-1604
1.4,0.1525,-1464
1.4,0.03,-1512
1.4,0.12875,-1428
1.4,0.04,-1468
1.4,0.00125,-1584
1.4,0.06875,-1448
1.4,0.0875,-1516
1.4,0.07125,-1404
1.4,0.04625,-1672
1.4,0.0675,-1564
1.4,0.055,-1492
1.4,0.07625,-1496
1.4,0.0625,-1568
1.4,0.085,-1356
1.4,0.0875,-1496
1.4,0.0075,-1416
1.4,0.1175,-1472
1.4,0.01,-1468
1.4,0.10125,-1564
1.4,0.15125,-1456
1.4,0.03,-1516
1.4,0.10625,-1480
1.4,0.18375,-1404
1.4,0.0075,-1428
1.4,0.25375,-1596
1.4,0.0525,-1344
1.4,0.1275,-1336
1.4,0.11875,-1528
1.4,0.04375,-1408
1.4,0.00375,-1360
1.4,0.02875,-1308
1.4,0.07875,-1476
1.4,0.23,-1528
1.4,0.19625,-1572
1.4,0.2425,-1540
1.4,0.02,-1548
1.4,0.1525,-1668
1.4,0.15,-1400
1.4,0.09375,-1500
1.4,0.02125,-1368
1.4,0.07375,-1448
1.4,0.1475,-1396
1.4,0.01375,-1324
1.4,0.1425,-1548
1.4,0.1575,-1472
1.4,0.18375,-1648
1.4,0.05,-1368
1.4,0.00125,-1424
1.4,0.14,-1396
1.4,0.01875,-1316
1.4,0.085,-1552
1.4,0.07125,-1344
1.4,0.09875,-1380
1.4,0.06875,-1532
1.4,0.07,-1492
1.4,0.0725,-1404
1.4,0.12,-1376
1.4,0.195,-1568
1.4,0.00625,-1484
1.4,0.03375,-1432
1.4,0.145,-1388
1.4,0.2225,-1432
1.4,0.02875,-1420
1.4,0.09625,-1500
1.4,0.02,-1472
1.4,0.0575,-1520
1.4,0.18375,-1444
1.4,0.045,-1464
1.4,0.06,-1540
1.4,0.025,-1544
1.4,0.10625,-1484
1.4,0.06625,-1332
1.4,0.04,-1264
1.4,0.125,-1460
1.4,0.00375,-1556
1.4,0.08125,-1352
1.4,0.04875,-1404
1.4,0.22,-1476
1.4,0.105,-1440
1.4,0.21,-1500
1.4,0.14125,-1448
1.4,0.04875,-1500
1.4,0.13,-1560
1.4,0.11,-1528
1.4,0.185,-1484
1.4,0.13625,-1600
1.4,0.01625,-1368
1.4,0.1,-1560
1.4,0.0125,-1340
1.4,0.125,-1336
1.4,0.19875,-1428
1.4,0.05,-1428
1.4,0.02375,-1468
1.4,0.235,-1532
1.4,0.00625,-1436
1.4,0.10375,-1372
1.4,0.11125,-1552
1.4,0.045,-1476
1.4,0.05125,-1404
1.4,0.05875,-1328
1.4,0.12625,-1452
1.4,0.095,-1500
1.4,0.04375,-1360
1.4,0.02875,-1344
1.4,0.025,-1584
1.4,0.0425,-1516
1.4,0.1125,-1532
1.4,0.0225,-1424
1.4,0.0575,-1664
1.4,0.0725,-1356
1.4,0.00375,-1520
1.4,0.01875,-1544
1.4,0.1375,-1516
1.4,0.105,-1548
1.4,0.1475,-1428
1.4,0.28875,-1516
1.4,0.04625,-1484
1.4,0.0125,-1576
1.4,0.0375,-1464
1.4,0.18625,-1448
1.4,0.01625,-1468
1.4,0.05875,-1364
1.4,0.12125,-1332
1.4,0.00875,-1516
1.4,0.025,-1448
1.4,0.06,-1440
1.4,0.0775,-1508
1.4,0.14375,-1420
1.4,0.10375,-1384
1.4,0.22375,-1472
1.4,0.065,-1464
1.4,0.07125,-1580
1.4,0.15625,-1440
1.4,0.08875,-1424
1.4,0.18875,-1372
1.4,0.11,-1376
1.4,0.03875,-1380
1.4,0.17,-1388
1.4,0.09125,-1460
1.4,0.00125,-1476
1.4,0.03625,-1404
1.4,0.05625,-1428
1.4,0.05,-1516
1.4,0.07875,-1444
1.4,0.03625,-1616
1.4,0.06,-1544
1.4,0.08625,-1488
1.4,0.125,-1612
1.4,0.1025,-1444
1.4,0.04875,-1388
1.4,0.0025,-1488
1.4,0.00375,-1328
1.4,0.095,-1408
1.4,0.1225,-1480
1.4,0.1175,-1428
1.4,0.14875,-1364
1.4,0.00375,-1448
1.4,0.09625,-1336
1.4,0.06375,-1536
1.4,0.00875,-1420
1.4,0.145,-1508
1.4,0.045,-1580
1.4,0.02375,-1344
1.4,0.05125,-1352
1.4,0.0375,-1500
1.4,0.0575,-1620
1.4,0.28875,-1468
1.4,0.11875,-1412
1.4,0.11125,-1424
1.4,0.02625,-1404
1.4,0.08375,-1412
1.4,0.03875,-1556
1.4,0.005,-1460
1.4,0.01,-1448
1.4,0.05875,-1452
1.4,0.01875,-1360
1.4,0.08875,-1412
1.4,0.0575,-1480
1.4,0.05625,-1448
1.4,0.0775,-1556
1.4,0.095,-1296
1.4,0.11875,-1448
1.4,0.0475,-1496
1.4,0.08,-1404
1.4,0.02125,-1444
1.4,0.1075,-1504
1.4,0.04625,-1536
1.4,0.0075,-1436
1.4,0.0025,-1328
1.4,0.06,-1468
1.4,0.07,-1432
1.4,0.07875,-1500
1.4,0.24625,-1504
1.4,0.11,-1488
1.4,0.085,-1444
1.4,0.11375,-1348
1.4,0.07625,-1476
1.4,0.01,-1420
1.4,0.04375,-1324
1.4,0.085,-1488
1.4,0.105,-1392
1.4,0.1875,-1316
1.4,0.11875,-1288
1.4,0.0075,-1472
1.4,0.00875,-1372
1.4,0.0075,-1544
1.4,0.21875,-1492
1.4,0.08625,-1424
1.4,0.015,-1404
1.4,0.09625,-1620
1.4,0.03125,-1412
1.4,0.25625,-1556
1.4,0.075,-1512
1.4,0.10625,-1548
1.4,0.1125,-1352
1.4,0.01875,-1512
1.4,0.02625,-1420
1.4,0.13,-1420
1.4,0.06625,-1508
1.4,0.13625,-1492
1.4,0.105,-1328
1.4,0.0575,-1436
1.4,0.065,-1388
1.4,0.095,-1420
1.4,0.0425,-1448
1.4,0.1575,-1624
1.4,0.1025,-1328
1.4,0.33375,-1480
1.4,0.00875,-1492
1.4,0.04875,-1496
1.4,0.05875,-1356
1.4,0.005,-1388
1.4,0.10625,-1492
1.4,0.01125,-1400
1.4,0.0025,-1400
1.4,0.105,-1488
1.4,0.02625,-1448
1.4,0.07125,-1404
1.4,0.26,-1556
1.4,0.23875,-1548
1.4,0.03125,-1328
1.4,0.035,-1400
1.4,0.15375,-1468
1.4,0.065,-1440
1.4,0.06875,-1412
1.4,0.08,-1516
1.4,0.0325,-1360
1.4,0.1175,-1396
1.4,0.145,-1364
1.4,0.04375,-1472
1.4,0.055,-1432
1.4,0.15,-1408
1.4,0.13,-1504
1.4,0.07125,-1384
1.4,0.08,-1604
1.4,0.0675,-1536
