T,Magnetization
0.8,0.979651
0.82,0.976271
0.84,0.972267
0.86,0.967725
0.88,0.9627
0.9,0.956914
0.92,0.950256
0.94,0.942453
0.96,0.933697
0.98,0.923443
1,0.911303
1.02,0.896748
1.04,0.879066
1.06,0.856628
1.08,0.82983
1.1,0.795071
1.12,0.751096
1.14,0.697484
1.16,0.640285
1.18,0.57715
1.2,0.51712
1.22,0.459694
1.24,0.410521
1.26,0.369137
1.28,0.334589
1.3,0.304579
