T,Magnetization,Total Energy
1.4,0.0336,-642
1.4,0.0656,-494
1.4,0.3184,-726
1.4,0.1488,-514
1.4,0.0912,-590
1.4,0.1872,-602
1.4,0.1936,-518
1.4,0.04,-622
1.4,0.2896,-590
1.4,0.2832,-642
1.4,0.0144,-626
1.4,0.216,-602
1.4,0.0816,-566
1.4,0.008,-546
1.4,0.1712,-590
1.4,0.0464,-586
1.4,0.0304,-554
1.4,0.2416,-582
1.4,0.0208,-538
1.4,0.0016,-490
1.4,0.1232,-510
1.4,0.2352,-562
1.4,0.1008,-638
1.4,0.12,-574
1.4,0.0144,-534
1.4,0.1456,-550
1.4,0.088,-594
1.4,0.0464,-450
1.4,0.1104,-578
1.4,0.0144,-602
1.4,0.3312,-686
1.4,0.248,-534
1.4,0.2096,-586
1.4,0.0784,-594
1.4,0.1488,-494
1.4,0.1104,-526
1.4,0.1456,-542
1.4,0.1168,-554
1.4,0.216,-690
1.4,0.0496,-570
1.4,0.0272,-534
1.4,0.1584,-610
1.4,0.0016,-510
1.4,0.248,-558
1.4,0.0432,-626
1.4,0.2512,-582
1.4,0.1328,-458
1.4,0.0912,-562
1.4,0.0912,-630
1.4,0.1072,-546
1.4,0.1552,-590
1.4,0.12,-542
1.4,0.0016,-586
1.4,0.2672,-634
1.4,0.0144,-550
1.4,0.1264,-622
1.4,0.072,-622
1.4,0.0304,-534
1.4,0.3312,-570
1.4,0.0816,-534
1.4,0.0752,-542
1.4,0.072,-470
1.4,0.0528,-646
1.4,0.2896,-654
1.4,0.3568,-654
1.4,0.0112,-546
1.4,0.136,-610
1.4,0.0048,-502
1.4,0.1776,-566
1.4,0.0464,-626
1.4,0.1392,-694
1.4,0.3792,-578
1.4,0.0464,-566
1.4,0.168,-542
1.4,0.1104,-526
1.4,0.0208,-482
1.4,0.072,-642
1.4,0.3792,-618
1.4,0.0464,-590
1.4,0.0624,-478
1.4,0.1872,-534
1.4,0.0752,-562
1.4,0.0432,-550
1.4,0.1872,-538
1.4,0.0688,-550
1.4,0.1072,-526
1.4,0.008,-526
1.4,0.1936,-558
1.4,0.1072,-638
1.4,0.0336,-510
1.4,0.2224,-518
1.4,0.008,-574
1.4,0.0624,-594
1.4,0.1744,-550
1.4,0.0944,-606
1.4,0.2064,-522
1.4,0.4752,-666
1.4,0.0528,-502
1.4,0.1872,-570
1.4,0.0848,-582
1.4,0.1072,-594
1.4,0.0496,-510
1.4,0.0848,-594
1.4,0.1104,-618
1.4,0.0688,-554
1.4,0.0784,-542
1.4,0.168,-622
1.4,0.0592,-518
1.4,0.1392,-518
1.4,0.1456,-538
1.4,0.3664,-562
1.4,0.1104,-574
1.4,0.0208,-418
1.4,0.2032,-554
1.4,0.0464,-558
1.4,0.0048,-510
1.4,0.1456,-618
1.4,0.1072,-478
1.4,0.0976,-538
1.4,0.2352,-558
1.4,0.2448,-658
1.4,0.2416,-510
1.4,0.4144,-626
1.4,0.0016,-522
1.4,0.0176,-522
1.4,0.0304,-598
1.4,0.0496,-530
1.4,0.1232,-534
1.4,0.1488,-482
1.4,0.264,-562
1.4,0.0592,-602
1.4,0.1008,-594
1.4,0.0272,-626
1.4,0.12,-526
1.4,0.1072,-514
1.4,0.12,-602
1.4,0.072,-606
1.4,0.04,-542
1.4,0.0464,-538
1.4,0.0848,-490
1.4,0.1552,-506
1.4,0.1392,-598
1.4,0.1264,-586
1.4,0.1392,-618
1.4,0.024,-490
1.4,0.1808,-550
1.4,0.0208,-526
1.4,0.1456,-534
1.4,0.1904,-602
1.4,0.2384,-546
1.4,0.088,-598
1.4,0.088,-602
1.4,0.0592,-554
1.4,0.0688,-678
1.4,0.2352,-610
1.4,0.1648,-546
1.4,0.0784,-566
1.4,0.1104,-538
1.4,0.0688,-530
1.4,0.0656,-490
1.4,0.056,-554
1.4,0.1168,-582
1.4,0.0208,-570
1.4,0.0176,-462
1.4,0.2448,-570
1.4,0.1616,-606
1.4,0.0016,-594
1.4,0.3664,-562
1.4,0.1648,-530
1.4,0.12,-670
1.4,0.0368,-558
1.4,0.0464,-550
1.4,0.0816,-586
1.4,0.0496,-518
1.4,0.3504,-514
1.4,0.0944,-618
1.4,0.1328,-518
1.4,0.0592,-674
1.4,0.0144,-498
1.4,0.1072,-618
1.4,0.072,-598
1.4,0.1392,-518
1.4,0.0752,-558
1.4,0.1584,-538
1.4,0.04,-618
1.4,0.0688,-518
1.4,0.2512,-538
1.4,0.0304,-558
1.4,0.0592,-482
1.4,0.0816,-558
1.4,0.1424,-522
1.4,0.0464,-550
1.4,0.2,-542
1.4,0.136,-566
1.4,0.0944,-490
1.4,0.0464,-606
1.4,0.152,-546
1.4,0.0144,-566
1.4,0.0144,-646
1.4,0.0144,-554
1.4,0.1968,-610
1.4,0.28,-518
1.4,0.0688,-554
1.4,0.0688,-530
1.4,0.024,-606
1.4,0.0176,-606
1.4,0.1328,-502
1.4,0.104,-598
1.4,0.1232,-502
1.4,0.056,-546
1.4,0.28,-590
1.4,0.2032,-566
1.4,0.1808,-514
1.4,0.1232,-614
1.4,0.2224,-542
1.4,0.1008,-550
1.4,0.104,-602
1.4,0.2128,-546
1.4,0.2384,-566
1.4,0.0432,-574
1.4,0.072,-582
1.4,0.1328,-522
1.4,0.2608,-606
1.4,0.0432,-490
1.4,0.0624,-530
1.4,0.0208,-542
1.4,0.0592,-550
1.4,0.1584,-518
1.4,0.2544,-610
1.4,0.008,-566
1.4,0.0624,-650
1.4,0.0048,-542
1.4,0.1808,-642
1.4,0.12,-542
1.4,0.1424,-610
1.4,0.1328,-562
1.4,0.0496,-514
1.4,0.1584,-562
1.4,0.0304,-566
1.4,0.2704,-546
1.4,0.152,-526
1.4,0.0272,-486
1.4,0.4272,-614
1.4,0.0784,-578
1.4,0.0464,-534
1.4,0.1808,-542
1.4,0.1872,-658
1.4,0.36,-598
1.4,0.1296,-510
1.4,0.1168,-514
1.4,0.0944,-618
1.4,0.0752,-502
1.4,0.0944,-538
1.4,0.2672,-638
1.4,0.1456,-598
1.4,0.1264,-530
1.4,0.1584,-566
1.4,0.04,-550
1.4,0.0016,-534
1.4,0.1712,-506
1.4,0.0784,-494
1.4,0.0592,-658
1.4,0.12,-542
1.4,0.0208,-518
1.4,0.1104,-558
1.4,0.072,-570
1.4,0.104,-526
1.4,0.0656,-554
1.4,0.0464,-614
1.4,0.2288,-594
1.4,0.1296,-614
1.4,0.0432,-546
1.4,0.1424,-546
1.4,0.056,-570
1.4,0.056,-558
1.4,0.2064,-554
1.4,0.0336,-542
1.4,0.056,-490
1.4,0.1104,-498
1.4,0.3376,-538
1.4,0.072,-590
1.4,0.0816,-554
1.4,0.2768,-586
1.4,0.2448,-550
1.4,0.3824,-606
1.4,0.0304,-522
1.4,0.104,-514
1.4,0.0496,-570
1.4,0.1328,-522
1.4,0.2288,-586
1.4,0.0304,-526
1.4,0.104,-570
1.4,0.1584,-526
1.4,0.2448,-594
1.4,0.1776,-522
1.4,0.2128,-614
1.4,0.0368,-582
1.4,0.3216,-606
1.4,0.1104,-546
1.4,0.008,-582
1.4,0.1648,-546
1.4,0.0688,-730
1.4,0.0464,-490
1.4,0.104,-586
1.4,0.1264,-546
1.4,0.04,-598
1.4,0.1968,-578
1.4,0.0624,-574
1.4,0.2576,-546
1.4,0.024,-570
1.4,0.1232,-526
1.4,0.2768,-618
1.4,0.0528,-562
1.4,0.1008,-562
1.4,0.0592,-482
1.4,0.04,-674
1.4,0.0368,-662
1.4,0.1072,-590
1.4,0.168,-602
1.4,0.0816,-598
1.4,0.1776,-542
1.4,0.2064,-494
1.4,0.0592,-594
1.4,0.072,-610
1.4,0.0208,-554
1.4,0.1424,-546
1.4,0.1104,-498
1.4,0.0048,-518
1.4,0.1584,-530
1.4,0.088,-630
1.4,0.2736,-554
1.4,0.0144,-618
1.4,0.3056,-618
1.4,0.0048,-558
1.4,0.1392,-498
1.4,0.0592,-598
1.4,0.1808,-514
1.4,0.0048,-534
1.4,0.152,-554
1.4,0.0272,-538
1.4,0.3344,-642
1.4,0.0144,-546
1.4,0.1008,-426
1.4,0.1776,-614
1.4,0.1296,-602
1.4,0.312,-542
1.4,0.056,-606
1.4,0.0752,-594
1.4,0.1712,-538
1.4,0.0112,-554
1.4,0.0336,-550
1.4,0.3568,-686
1.4,0.1936,-570
1.4,0.1104,-522
1.4,0.0528,-550
1.4,0.3408,-598
1.4,0.1008,-570
1.4,0.0144,-494
1.4,0.3088,-574
1.4,0.0976,-558
1.4,0.056,-634
1.4,0.3472,-678
1.4,0.2,-502
1.4,0.0528,-554
1.4,0.1296,-542
1.4,0.0784,-502
1.4,0.1392,-590
1.4,0.0176,-606
1.4,0.1936,-530
1.4,0.0496,-642
1.4,0.232,-622
1.4,0.1456,-546
1.4,0.0912,-514
1.4,0.2736,-550
1.4,0.0688,-522
1.4,0.2032,-618
1.4,0.264,-594
1.4,0.216,-574
1.4,0.2384,-626
1.4,0.04,-514
1.4,0.0016,-490
1.4,0.0272,-558
1.4,0.1936,-594
1.4,0.2064,-666
1.4,0.1936,-594
1.4,0.0976,-502
1.4,0.0528,-562
1.4,0.0528,-618
1.4,0.0016,-602
1.4,0.0496,-582
1.4,0.1232,-498
1.4,0.0592,-654
1.4,0.248,-630
1.4,0.1072,-618
1.4,0.0624,-574
1.4,0.2032,-650
1.4,0.0688,-594
1.4,0.0528,-430
1.4,0.0048,-598
1.4,0.3408,-626
1.4,0.0848,-574
1.4,0.2512,-634
1.4,0.0944,-510
1.4,0.0112,-582
1.4,0.3216,-618
1.4,0.0176,-570
1.4,0.0976,-582
1.4,0.1456,-630
1.4,0.056,-562
1.4,0.2288,-590
1.4,0.0176,-470
1.4,0.072,-566
1.4,0.0912,-534
1.4,0.088,-550
1.4,0.3088,-510
1.4,0.0432,-498
1.4,0.2192,-602
1.4,0.2544,-606
1.4,0.0848,-494
1.4,0.2608,-578
1.4,0.232,-574
1.4,0.1936,-594
1.4,0.2192,-602
1.4,0.008,-626
1.4,0.2544,-578
1.4,0.1424,-546
1.4,0.0336,-514
1.4,0.3664,-686
1.4,0.3792,-598
1.4,0.152,-510
1.4,0.104,-570
1.4,0.0656,-430
1.4,0.3088,-622
1.4,0.0528,-582
1.4,0.0848,-642
1.4,0.2032,-622
1.4,0.072,-594
1.4,0.104,-582
1.4,0.1328,-618
1.4,0.1296,-546
1.4,0.1968,-614
1.4,0.1776,-502
1.4,0.1744,-638
1.4,0.0496,-534
1.4,0.1232,-518
1.4,0.056,-694
1.4,0.0272,-586
1.4,0.0144,-518
1.4,0.0144,-542
1.4,0.0976,-562
1.4,0.2352,-618
1.4,0.0816,-602
1.4,0.0944,-698
1.4,0.024,-634
1.4,0.0368,-470
1.4,0.1264,-606
1.4,0.1744,-486
1.4,0.3088,-626
1.4,0.088,-610
1.4,0.008,-514
1.4,0.2,-602
1.4,0.0176,-598
1.4,0.104,-546
1.4,0.0368,-626
1.4,0.2288,-618
1.4,0.0848,-502
1.4,0.0016,-618
1.4,0.3088,-638
1.4,0.1328,-558
1.4,0.2128,-470
1.4,0.0272,-590
1.4,0.088,-610
1.4,0.1008,-602
1.4,0.0272,-494
1.4,0.2064,-606
1.4,0.1136,-542
1.4,0.0368,-534
1.4,0.1744,-550
1.4,0.0432,-590
1.4,0.0432,-466
1.4,0.0304,-618
1.4,0.088,-546
1.4,0.2736,-594
1.4,0.2384,-498
1.4,0.1136,-586
1.4,0.216,-562
1.4,0.088,-486
1.4,0.0336,-578
1.4,0.1872,-582
1.4,0.0272,-582
1.4,0.1936,-518
1.4,0.1552,-570
1.4,0.0784,-622
1.4,0.0144,-630
1.4,0.0848,-558
1.4,0.0368,-490
1.4,0.0272,-578
1.4,0.136,-590
1.4,0.0112,-478
1.4,0.0688,-562
1.4,0.1232,-554
1.4,0.3504,-590
1.4,0.1136,-606
1.4,0.1104,-602
1.4,0.1168,-498
1.4,0.2576,-642
1.4,0.04,-618
1.4,0.0304,-522
1.4,0.024,-634
1.4,0.1712,-598
1.4,0.0656,-638
1.4,0.0368,-542
1.4,0.0336,-586
1.4,0.3408,-586
1.4,0.0464,-514
1.4,0.2768,-670
1.4,0.1648,-530
1.4,0.0496,-578
1.4,0.072,-562
1.4,0.1072,-642
1.4,0.0272,-626
1.4,0.0912,-466
1.4,0.04,-506
1.4,0.1616,-594
1.4,0.136,-558
1.4,0.3792,-578
1.4,0.1168,-570
1.4,0.0048,-558
1.4,0.2544,-502
1.4,0.1616,-514
1.4,0.1488,-502
1.4,0.0592,-602
1.4,0.0624,-642
1.4,0.2288,-630
1.4,0.0752,-578
1.4,0.024,-574
1.4,0.072,-590
1.4,0.1744,-554
1.4,0.008,-526
1.4,0.0208,-562
1.4,0.0976,-586
1.4,0.008,-578
1.4,0.008,-642
1.4,0.0688,-586
1.4,0.2512,-598
1.4,0.0848,-502
1.4,0.024,-478
1.4,0.184,-582
1.4,0.1168,-590
1.4,0.1744,-534
1.4,0.0272,-506
1.4,0.1904,-674
1.4,0.4784,-690
1.4,0.2064,-674
1.4,0.0496,-494
1.4,0.104,-506
1.4,0.2032,-498
1.4,0.056,-546
1.4,0.1424,-562
1.4,0.1936,-574
1.4,0.0848,-538
1.4,0.0368,-598
1.4,0.1296,-566
1.4,0.072,-530
1.4,0.1776,-538
1.4,0.1616,-550
1.4,0.0048,-574
1.4,0.0656,-606
1.4,0.1488,-458
1.4,0.2608,-554
1.4,0.2416,-518
1.4,0.2032,-574
1.4,0.0784,-582
1.4,0.0336,-554
1.4,0.1264,-522
1.4,0.088,-546
1.4,0.0048,-698
1.4,0.1136,-622
1.4,0.0912,-522
1.4,0.0944,-478
1.4,0.0304,-486
1.4,0.152,-582
1.4,0.1584,-602
1.4,0.0208,-510
1.4,0.0368,-594
1.4,0.2352,-586
1.4,0.2864,-666
1.4,0.2128,-598
1.4,0.1392,-542
1.4,0.0432,-546
1.4,0.1872,-638
1.4,0.12,-606
1.4,0.1424,-590
1.4,0.024,-502
1.4,0.2256,-614
1.4,0.1072,-614
1.4,0.0112,-622
1.4,0.1392,-510
1.4,0.1232,-606
1.4,0.2064,-590
1.4,0.0432,-502
1.4,0.2224,-602
1.4,0.0176,-562
1.4,0.1648,-570
1.4,0.008,-522
1.4,0.2672,-630
1.4,0.184,-554
1.4,0.0336,-498
1.4,0.0976,-534
1.4,0.056,-522
1.4,0.1328,-586
1.4,0.0176,-586
1.4,0.1328,-558
1.4,0.12,-526
1.4,0.28,-594
1.4,0.0624,-498
1.4,0.232,-650
1.4,0.2416,-562
1.4,0.3024,-618
1.4,0.0432,-514
1.4,0.0688,-570
1.4,0.1232,-546
1.4,0.0368,-510
1.4,0.0528,-554
1.4,0.136,-470
1.4,0.0592,-570
1.4,0.0752,-510
1.4,0.0624,-506
1.4,0.2096,-626
1.4,0.0592,-622
1.4,0.0432,-610
1.4,0.0816,-606
1.4,0.0528,-538
1.4,0.0944,-566
1.4,0.3824,-534
1.4,0.104,-586
1.4,0.1264,-558
1.4,0.3824,-570
1.4,0.1264,-626
1.4,0.248,-594
1.4,0.0176,-582
1.4,0.1936,-582
1.4,0.1104,-482
1.4,0.0112,-570
1.4,0.0944,-534
1.4,0.2928,-574
1.4,0.216,-530
1.4,0.2448,-622
1.4,0.344,-566
1.4,0.2352,-606
1.4,0.1936,-650
1.4,0.0336,-578
1.4,0.0016,-582
1.4,0.0784,-566
1.4,0.0304,-606
1.4,0.0688,-546
1.4,0.072,-598
1.4,0.0368,-646
1.4,0.0656,-558
1.4,0.216,-550
1.4,0.0464,-630
1.4,0.0112,-694
1.4,0.0368,-550
1.4,0.2,-614
1.4,0.1136,-550
1.4,0.0784,-534
1.4,0.1136,-502
1.4,0.2224,-562
1.4,0.216,-574
1.4,0.2256,-582
1.4,0.0528,-594
1.4,0.0528,-570
1.4,0.056,-538
1.4,0.1744,-570
1.4,0.0848,-506
1.4,0.1232,-510
1.4,0.2832,-582
1.4,0.232,-518
1.4,0.1392,-482
1.4,0.0368,-594
1.4,0.2352,-582
1.4,0.1552,-562
1.4,0.0816,-626
1.4,0.2736,-606
1.4,0.024,-586
1.4,0.2992,-606
1.4,0.3344,-550
1.4,0.152,-542
1.4,0.2416,-610
1.4,0.0752,-594
1.4,0.0368,-522
1.4,0.0592,-530
1.4,0.0272,-562
1.4,0.0208,-598
1.4,0.0176,-502
1.4,0.2416,-574
1.4,0.0592,-470
1.4,0.0016,-566
1.4,0.0816,-562
1.4,0.1168,-566
1.4,0.3408,-606
1.4,0.0368,-554
1.4,0.0368,-566
1.4,0.152,-562
1.4,0.1296,-594
1.4,0.1136,-502
1.4,0.056,-526
1.4,0.2,-554
1.4,0.2256,-558
1.4,0.2928,-598
1.4,0.1232,-534
1.4,0.1776,-494
1.4,0.0912,-602
1.4,0.2672,-602
1.4,0.168,-570
1.4,0.0432,-490
1.4,0.1744,-538
1.4,0.1456,-554
1.4,0.0784,-518
1.4,0.3184,-566
1.4,0.04,-586
1.4,0.0528,-638
1.4,0.1744,-570
1.4,0.0528,-550
1.4,0.1008,-570
1.4,0.0464,-614
1.4,0.1328,-482
1.4,0.2416,-562
1.4,0.1232,-458
1.4,0.2256,-514
1.4,0.072,-590
1.4,0.1328,-622
1.4,0.024,-506
1.4,0.1712,-662
1.4,0.1264,-522
1.4,0.0112,-618
1.4,0.1552,-578
1.4,0.2128,-582
1.4,0.0976,-610
1.4,0.0144,-518
1.4,0.3536,-566
1.4,0.5072,-630
1.4,0.1552,-466
1.4,0.168,-598
1.4,0.1648,-542
1.4,0.3696,-626
1.4,0.0848,-550
1.4,0.1648,-530
1.4,0.152,-530
1.4,0.0048,-642
1.4,0.072,-614
1.4,0.0624,-570
1.4,0.056,-578
1.4,0.1232,-542
1.4,0.0144,-538
1.4,0.104,-550
1.4,0.12,-578
1.4,0.184,-530
1.4,0.12,-506
1.4,0.3088,-570
1.4,0.3344,-646
1.4,0.1488,-550
1.4,0.1008,-498
1.4,0.3728,-630
1.4,0.1424,-470
1.4,0.1424,-582
1.4,0.1776,-554
1.4,0.008,-530
1.4,0.1808,-642
1.4,0.1072,-594
1.4,0.3472,-578
1.4,0.0624,-550
1.4,0.1584,-570
1.4,0.1872,-574
1.4,0.1488,-582
1.4,0.2352,-498
1.4,0.0464,-594
1.4,0.3024,-666
1.4,0.264,-610
1.4,0.216,-590
1.4,0.024,-542
1.4,0.0688,-606
1.4,0.1776,-538
1.4,0.1872,-514
1.4,0.0752,-566
1.4,0.1456,-562
1.4,0.1264,-622
1.4,0.0368,-506
1.4,0.1456,-554
1.4,0.168,-650
1.4,0.1264,-610
1.4,0.264,-534
1.4,0.2608,-626
1.4,0.0272,-462
1.4,0.0688,-494
1.4,0.3728,-586
1.4,0.2512,-582
1.4,0.152,-602
1.4,0.136,-554
1.4,0.2352,-582
1.4,0.2384,-646
1.4,0.168,-494
1.4,0.1328,-546
1.4,0.2864,-586
1.4,0.2256,-598
1.4,0.2512,-602
1.4,0.0944,-622
1.4,0.0816,-578
1.4,0.2704,-594
1.4,0.1424,-478
1.4,0.0176,-518
1.4,0.1712,-578
1.4,0.0048,-570
1.4,0.0848,-534
1.4,0.1584,-598
1.4,0.008,-634
1.4,0.2512,-626
1.4,0.232,-598
1.4,0.0944,-518
1.4,0.2,-606
1.4,0.072,-598
1.4,0.2096,-518
1.4,0.0144,-498
1.4,0.1104,-586
1.4,0.1488,-654
1.4,0.1072,-550
1.4,0.072,-542
1.4,0.2,-534
1.4,0.0528,-626
1.4,0.0464,-546
1.4,0.0816,-598
1.4,0.0784,-518
1.4,0.0784,-618
1.4,0.0272,-538
1.4,0.3568,-642
1.4,0.2352,-598
1.4,0.2832,-518
1.4,0.0496,-502
1.4,0.0752,-482
1.4,0.072,-550
1.4,0.0816,-490
1.4,0.088,-638
1.4,0.1072,-594
1.4,0.2672,-562
1.4,0.1936,-638
1.4,0.2928,-602
1.4,0.0112,-594
1.4,0.104,-582
1.4,0.1232,-510
1.4,0.1168,-570
1.4,0.0624,-658
1.4,0.3376,-546
1.4,0.3248,-622
1.4,0.0208,-490
1.4,0.0336,-558
1.4,0.0304,-522
1.4,0.1328,-574
1.4,0.0912,-574
1.4,0.3152,-574
1.4,0.0944,-658
1.4,0.1072,-582
1.4,0.216,-666
1.4,0.1264,-510
1.4,0.1104,-538
1.4,0.0496,-574
1.4,0.0912,-534
1.4,0.1328,-626
1.4,0.12,-546
1.4,0.248,-586
1.4,0.0176,-514
1.4,0.232,-590
1.4,0.4112,-578
1.4,0.12,-482
1.4,0.1584,-598
1.4,0.1808,-574
1.4,0.0336,-502
1.4,0.2384,-566
1.4,0.0752,-598
1.4,0.0336,-558
1.4,0.1296,-614
1.4,0.136,-638
1.4,0.1584,-506
1.4,0.1552,-598
1.4,0.1648,-638
1.4,0.3152,-526
1.4,0.2896,-546
1.4,0.1776,-586
1.4,0.0688,-570
1.4,0.024,-554
1.4,0.0368,-614
1.4,0.2256,-534
1.4,0.1232,-506
1.4,0.104,-690
1.4,0.3472,-602
1.4,0.2192,-558
1.4,0.3376,-618
1.4,0.04,-458
1.4,0.1456,-582
1.4,0.1232,-566
1.4,0.312,-562
1.4,0.3184,-514
1.4,0.0304,-522
1.4,0.1296,-554
1.4,0.3536,-522
1.4,0.2608,-602
1.4,0.0464,-546
1.4,0.1584,-474
1.4,0.0528,-598
1.4,0.2192,-630
1.4,0.0176,-590
1.4,0.264,-618
1.4,0.056,-630
1.4,0.1904,-490
1.4,0.0112,-526
1.4,0.2448,-582
1.4,0.1008,-594
1.4,0.1616,-650
1.4,0.1296,-586
1.4,0.3792,-550
1.4,0.008,-554
1.4,0.1552,-498
1.4,0.2192,-546
1.4,0.0496,-506
1.4,0.2064,-566
1.4,0.1968,-566
1.4,0.1552,-650
1.4,0.1456,-602
1.4,0.1488,-610
1.4,0.1424,-634
1.4,0.4432,-690
1.4,0.1872,-654
1.4,0.0336,-482
1.4,0.0112,-562
1.4,0.2096,-542
1.4,0.0304,-486
1.4,0.1488,-506
1.4,0.0272,-586
1.4,0.0784,-590
1.4,0.136,-506
1.4,0.1008,-646
1.4,0.184,-618
1.4,0.0016,-538
1.4,0.0112,-578
1.4,0.04,-614
1.4,0.04,-562
1.4,0.1776,-526
1.4,0.0464,-606
1.4,0.0848,-606
1.4,0.1904,-662
1.4,0.4176,-622
1.4,0.168,-618
1.4,0.0976,-442
1.4,0.1456,-578
1.4,0.0016,-738
1.4,0.1616,-550
1.4,0.3312,-630
1.4,0.2032,-474
1.4,0.0048,-562
1.4,0.3024,-638
1.4,0.2032,-686
1.4,0.1072,-546
1.4,0.0656,-498
1.4,0.3152,-602
1.4,0.104,-558
1.4,0.2064,-606
1.4,0.2608,-582
1.4,0.0624,-446
1.4,0.2064,-558
1.4,0.2288,-562
1.4,0.2608,-438
1.4,0.1648,-590
1.4,0.4592,-594
1.4,0.056,-570
